class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33
down,1.021989703,0.215080664,-1.773003817,0.997373462,1.029058218,0.195867941,-1.762130976,0.997758746,1.033696175,0.191596434,-1.762573957,0.996766329,1.038067102,0.187604278,-1.763567805,0.998495817,1.009814143,0.205020145,-1.80130589,0.998294413,1.000104308,0.206001744,-1.801532388,0.997496843,0.990504742,0.206800982,-1.801716447,0.998223543,0.998086572,0.164933577,-1.47242415,0.997387409,0.937255979,0.19407095,-1.643145204,0.99626708,1.026527882,0.208238363,-1.635542035,0.999145985,0.970859647,0.22078374,-1.686059117,0.99909395,0.917138875,0.126044199,-1.009734035,0.999339104,0.698191166,0.240074605,-1.330407023,0.997713387,0.805706739,0.221148789,-0.456102371,0.239587903,0.733859777,0.444960475,-1.193294168,0.971028686,0.738993585,0.272019565,-0.06828519,0.164449006,0.811836004,0.624338746,-1.08091104,0.895709693,0.700205445,0.274809629,-0.008269515,0.119932637,0.809724271,0.677324116,-1.159529924,0.828181207,0.707397997,0.288833171,-0.066925175,0.132172853,0.855915904,0.662877798,-1.165631533,0.840020835,0.716846049,0.291842312,-0.068047054,0.136468232,0.861148834,0.628254235,-1.080700397,0.798505902,0.685002804,0.259408534,0.116363198,0.997879148,0.560873806,0.291102082,-0.115877047,0.999295056,0.825510263,0.454080284,0.108875133,0.28530556,0.679060459,0.47791484,-0.072764114,0.594721437,0.86255151,0.632047296,0.816632926,0.197400808,0.726521969,0.651475012,0.640925705,0.688514709,0.807992697,0.649401486,0.892755747,0.200903356,0.718688786,0.677599013,0.716399431,0.507415473,0.919041753,0.6976524,0.809430182,0.188298747,0.804583132,0.711729288,0.580342054,0.641948521
down,1.014783978,0.215358689,-1.778155446,0.997557282,1.020612359,0.198673517,-1.76897645,0.997932673,1.025473595,0.194394007,-1.769397497,0.997010767,1.030342937,0.190264717,-1.770392895,0.998598397,1.002144814,0.207442194,-1.798996687,0.998438597,0.993048072,0.207029805,-1.799190402,0.997713089,0.984223187,0.209039509,-1.799307942,0.998380363,0.996993482,0.167803898,-1.476724267,0.997572064,0.933046162,0.204178035,-1.627733707,0.996610224,1.01893878,0.208189502,-1.640277028,0.999189854,0.993558288,0.218216658,-1.679016709,0.999159813,0.902490973,0.124364518,-1.005833983,0.999333858,0.711913109,0.252532154,-1.257803559,0.997913837,0.797354102,0.210827261,-0.465255976,0.225304008,0.742910087,0.449256301,-1.086627722,0.97275877,0.734182239,0.258803666,-0.09193565,0.149043083,0.815699458,0.632895052,-0.947353423,0.899718225,0.693162501,0.261257946,-0.059622999,0.109552026,0.815401256,0.683266103,-1.005882263,0.836317003,0.698746979,0.276019841,-0.128002122,0.120551266,0.855058253,0.673090756,-1.016088724,0.846836925,0.713870764,0.280148029,-0.108855508,0.124342769,0.857253671,0.633957982,-0.948385298,0.805862784,0.687963963,0.255598009,0.116971716,0.998029232,0.5792588,0.291178972,-0.116488211,0.999344945,0.827778339,0.446648121,0.342046201,0.276531368,0.695378125,0.476373196,0.082617901,0.596010149,0.845553815,0.628335118,1.09755373,0.196817964,0.747849226,0.651493669,0.726943791,0.703151286,0.799346805,0.630169034,1.181124926,0.209694937,0.727178276,0.673401833,0.795023918,0.528928161,0.912642956,0.67742312,1.139015198,0.177241296,0.826266289,0.697328806,0.686877489,0.635537088
down,1.04873395,0.210151762,-1.911831141,0.997763276,1.030594707,0.196981132,-1.89504528,0.998116136,1.033539653,0.192163259,-1.895444989,0.997276008,1.036422968,0.187486976,-1.896373153,0.998716414,1.016769409,0.207847789,-1.924252629,0.99858278,1.008944511,0.208328888,-1.924473047,0.997927845,1.001271963,0.209255263,-1.924602389,0.998532534,0.994638741,0.167080238,-1.558696747,0.997783422,0.92843622,0.198486522,-1.681608796,0.996937037,1.036767364,0.202816173,-1.758404136,0.999246538,1.01984477,0.21371682,-1.795707226,0.999230266,0.895824254,0.122472607,-1.057831645,0.999357998,0.739205241,0.265767217,-1.269847631,0.998102069,0.780516088,0.205003291,-0.526683867,0.214805514,0.752644777,0.449249297,-1.11844933,0.974309146,0.707236707,0.255723804,-0.180006102,0.135128021,0.821490169,0.631715357,-0.97425729,0.904390931,0.664268494,0.257966846,-0.132901311,0.100252785,0.825755656,0.682145774,-1.036463857,0.845312476,0.668406725,0.275562406,-0.183639944,0.110086307,0.8659091,0.676397145,-1.043015599,0.854272127,0.68637526,0.279984921,-0.18136315,0.113318227,0.859517813,0.644554555,-0.974719584,0.813711107,0.693520427,0.254646927,0.115495399,0.998196125,0.59838599,0.293661386,-0.115066342,0.999397516,0.82622242,0.446778804,0.507057726,0.269270062,0.707500517,0.475051194,0.269997388,0.59835887,0.837540925,0.615992129,1.307557106,0.202272505,0.73466897,0.622410595,0.995041907,0.718747079,0.804067492,0.634010375,1.397193909,0.225993648,0.731804609,0.655365169,1.07278204,0.551260054,0.913707137,0.667581379,1.353161573,0.167061254,0.82479775,0.670907319,0.971624315,0.625088692
down,1.05408895,0.208066657,-1.922584176,0.997949004,1.033867359,0.194214389,-1.914484262,0.998278439,1.036754847,0.18918854,-1.914874434,0.997499883,1.039443374,0.184320673,-1.915881515,0.998818934,1.020316839,0.206410915,-1.947928905,0.998713791,1.012504578,0.208105057,-1.94813025,0.998119771,1.004781723,0.209642485,-1.94826293,0.998670816,0.995996296,0.165124491,-1.588621259,0.997961104,0.950093031,0.203888029,-1.725048065,0.997228682,1.0416857,0.202857077,-1.766725659,0.999294281,1.025206685,0.21375224,-1.808867812,0.999293387,0.896004438,0.116416551,-1.065371156,0.999378443,0.769569755,0.279151469,-1.319120646,0.998274267,0.791274071,0.184195861,-0.501092494,0.2037891,0.761447012,0.456163317,-1.141910315,0.975852907,0.743828297,0.226455793,-0.089859948,0.122717507,0.830515802,0.634230554,-1.006872058,0.909195006,0.707044482,0.223651811,-0.033396751,0.092101358,0.831811309,0.68470943,-1.073137045,0.853619277,0.712548614,0.240877524,-0.082619667,0.100804418,0.867463708,0.678996801,-1.086499214,0.861228704,0.727720797,0.249446183,-0.085961558,0.103485875,0.865541637,0.649149299,-1.009507418,0.822110891,0.702018261,0.25678739,0.116359152,0.998316467,0.612938285,0.308748275,-0.115891799,0.999429882,0.794763923,0.44782865,0.423330933,0.259243369,0.718433201,0.477152139,0.228031889,0.590367079,0.834847152,0.625423491,1.174825788,0.208359972,0.733868539,0.632399023,0.940743148,0.732447088,0.77059406,0.634219766,1.259342551,0.240337297,0.749069035,0.660815179,1.020077229,0.575081408,0.902427018,0.668315768,1.219878674,0.156620815,0.845736265,0.67966193,0.945809066,0.612844884
down,1.082130432,0.212015763,-1.83947432,0.998046577,1.071305037,0.195990115,-1.855721354,0.998366058,1.076078534,0.190961406,-1.85646081,0.997586131,1.080636621,0.185764834,-1.85818243,0.998850048,1.05383575,0.207197353,-1.875995994,0.998798847,1.04466176,0.208560333,-1.876162648,0.998247087,1.035568237,0.209844723,-1.876271963,0.998770475,1.040741682,0.166589633,-1.550131202,0.998045027,0.983436882,0.203088433,-1.692376733,0.997459531,1.069245338,0.208235458,-1.706799746,0.999317408,1.04758358,0.217457846,-1.734041929,0.999334991,0.943968952,0.11746718,-1.048421502,0.999388814,0.77525878,0.273162633,-1.319141984,0.99842459,0.842950821,0.195835203,-0.500963569,0.191218182,0.760750413,0.456487358,-1.152026296,0.977114379,0.787178576,0.244212165,-0.106668793,0.111421369,0.824913859,0.63996911,-1.011880398,0.913650751,0.751620412,0.242543653,-0.054240841,0.084348917,0.827260435,0.687824488,-1.076577544,0.860615194,0.757860303,0.260218143,-0.104041852,0.092126302,0.862448394,0.685907304,-1.094784856,0.867182314,0.768206775,0.265518695,-0.104651712,0.094481461,0.859077513,0.667554855,-1.017366171,0.830144942,0.732818604,0.269123882,0.116758563,0.99840188,0.628997266,0.314083099,-0.11631152,0.999439657,0.808052123,0.449052811,0.267321587,0.247920766,0.734736025,0.483167171,0.211763367,0.560089529,0.846793473,0.635753036,0.986235678,0.204198509,0.730378091,0.621673286,0.831737757,0.719721854,0.770783901,0.63435179,1.064629674,0.240557939,0.713055849,0.635821581,0.903425574,0.568877518,0.901065767,0.680334032,1.047777295,0.14544414,0.843478441,0.684384465,0.826308608,0.581366539
down,1.104036927,0.235219792,-1.527916074,0.998075604,1.111756682,0.215640783,-1.545027614,0.998383999,1.119978786,0.2128869,-1.545570493,0.997568011,1.128054976,0.210192412,-1.546541572,0.998847067,1.084054708,0.219603792,-1.594053388,0.998842001,1.071430564,0.218659401,-1.594301224,0.998317778,1.058968902,0.217935115,-1.59435308,0.998830199,1.097730875,0.186233208,-1.387871861,0.998093486,1.00423789,0.203149304,-1.60035491,0.997630417,1.091237783,0.232630923,-1.435029626,0.999335766,1.059389591,0.232792765,-1.4966923,0.999369681,1.012859941,0.139580414,-1.024292111,0.999417186,0.779718757,0.271520734,-1.343159795,0.998549044,0.928712189,0.262084246,-0.539050639,0.181717753,0.766657948,0.459424436,-1.180425167,0.976796091,0.887108266,0.348303258,-0.265147358,0.102432922,0.82863003,0.643272579,-1.10057354,0.911827981,0.870815992,0.358339846,-0.269163162,0.07789062,0.832761049,0.688768685,-1.223681808,0.856029332,0.879604816,0.369636655,-0.327429354,0.08513625,0.868862808,0.688619316,-1.241699576,0.863416374,0.875935912,0.369426191,-0.278148919,0.087296776,0.868838251,0.670416951,-1.11572814,0.827641487,0.755795419,0.279790282,0.126201302,0.998529017,0.654662669,0.316489995,-0.125962734,0.999478519,0.838300884,0.45238784,0.543387473,0.230575219,0.756854534,0.4818286,0.332195163,0.524128616,0.808872879,0.578940392,1.359972358,0.189141348,0.722125769,0.58033669,1.136628985,0.674686849,0.76501435,0.583601594,1.450193167,0.226050347,0.688366115,0.584421217,1.221622705,0.531966269,0.872925222,0.658619463,1.422675133,0.135347366,0.78268981,0.655043185,1.173223972,0.548402905
down,1.08852458,0.234018266,-1.58019352,0.998257041,1.086197019,0.218249619,-1.627279043,0.998539507,1.092306972,0.214650825,-1.627876282,0.997800589,1.098234177,0.211227179,-1.628985405,0.998955786,1.065341473,0.225893795,-1.63333106,0.998954952,1.055905938,0.226997271,-1.634473443,0.998482406,1.046869278,0.228472069,-1.635314703,0.998944819,1.066620708,0.190385506,-1.398060799,0.998277128,1.00303781,0.220807478,-1.541056752,0.997865319,1.078311563,0.232374161,-1.449787736,0.999394357,1.057497144,0.232888937,-1.562724352,0.999428213,0.977191865,0.132726625,-0.996742427,0.999452531,0.845291257,0.295155704,-1.208586097,0.998682976,0.925329983,0.175913557,-0.442353845,0.185863689,0.772159457,0.468742549,-1.006933093,0.978089988,0.90695411,0.191639751,0.010200778,0.093991742,0.827114105,0.647882164,-0.873897552,0.918191791,0.883945704,0.175742164,0.066914186,0.072419733,0.834593117,0.68974334,-0.929459512,0.865164161,0.891985357,0.183324516,0.051100709,0.079053111,0.873287797,0.688687563,-0.931800723,0.871481001,0.903853893,0.205730289,0.022905385,0.080493949,0.864472091,0.655741394,-0.87664324,0.837802649,0.741895735,0.281254798,0.108597562,0.998657942,0.660888612,0.322449237,-0.108116016,0.999518096,0.816524923,0.452780426,0.561923742,0.223134041,0.735763729,0.487579644,0.480515599,0.51577276,0.790635765,0.569518387,1.337346792,0.19375965,0.75701648,0.595650613,1.203237891,0.693004847,0.764469624,0.579861403,1.427061439,0.246341154,0.735614121,0.605861068,1.287444353,0.561219811,0.859673917,0.640917897,1.407767534,0.127823353,0.840176165,0.652519166,1.22563827,0.546277225
down,1.081533909,0.23366271,-1.543722391,0.998396337,1.053845167,0.219434485,-1.573555231,0.998663485,1.05482173,0.214833125,-1.573988795,0.997987807,1.055844903,0.210583359,-1.575047135,0.999038696,1.050869107,0.231270686,-1.59102726,0.999049067,1.052061796,0.234404415,-1.591176748,0.998622477,1.038190007,0.237883285,-1.591298938,0.999042273,1.02252841,0.190946996,-1.387232423,0.998423874,0.982857704,0.235947862,-1.466646075,0.998069406,1.069112659,0.227522179,-1.432308793,0.999429047,1.040525079,0.232896119,-1.463968396,0.999470055,0.929717362,0.120980054,-0.951875389,0.999435246,0.8273229,0.308738202,-1.171604991,0.998787999,0.894551098,0.165316984,-0.391604364,0.185413823,0.784783244,0.476448685,-1.007480502,0.97958827,0.915582955,0.188389674,-0.007517993,0.088099159,0.840356231,0.650292635,-0.913285911,0.925068617,0.908703506,0.174964488,0.045711491,0.070966639,0.840945899,0.692287207,-0.981308103,0.875996411,0.916145921,0.190836728,0.008909388,0.077433646,0.883255005,0.689292192,-0.981730044,0.881486773,0.921562374,0.205133483,-0.001569667,0.07681375,0.875030577,0.664082348,-0.915606856,0.850175917,0.734299064,0.271717429,0.109423123,0.998730242,0.668118298,0.330169111,-0.109079152,0.999533415,0.769477189,0.443234175,0.530951858,0.211954132,0.726486742,0.489102274,0.409691155,0.524484754,0.7730878,0.564134538,1.224060416,0.198308393,0.793628275,0.601118088,1.050830603,0.718028307,0.754674673,0.581587672,1.306163192,0.262705475,0.796171486,0.632787347,1.126489282,0.598403335,0.863351822,0.619719863,1.288172126,0.119613506,0.91923672,0.657859564,1.085019469,0.557810724
down,1.09079349,0.231644332,-1.407841444,0.998535812,1.070108891,0.220149502,-1.43093884,0.99878031,1.069073319,0.215186551,-1.43132782,0.998167038,1.067883492,0.210538208,-1.43223989,0.999120891,1.067577124,0.233537763,-1.44935441,0.999134421,1.064349174,0.237198636,-1.449365616,0.998749733,1.057897925,0.241056457,-1.449273586,0.999130249,1.023196459,0.19219929,-1.294294715,0.99856019,1.007662058,0.241629496,-1.368934989,0.998249412,1.06915462,0.221052662,-1.323149204,0.99947089,1.059286475,0.230984494,-1.347337246,0.99951154,0.893003106,0.114678279,-0.915769696,0.99944222,0.8453089,0.318591088,-1.109812021,0.998876214,0.876398683,0.166263759,-0.391938567,0.197368637,0.805120587,0.481417686,-0.941342235,0.979992568,0.900867939,0.207926407,-0.054525632,0.082531109,0.850770772,0.655227542,-0.827891707,0.929325283,0.897672951,0.200358585,-0.008393231,0.068112321,0.855907857,0.695794702,-0.897451401,0.883567214,0.905803323,0.219451576,-0.05022997,0.074354231,0.890887856,0.69336158,-0.90243566,0.888133168,0.90699333,0.230921701,-0.052265815,0.073017567,0.881767273,0.673670888,-0.833128572,0.858442128,0.750317991,0.248823822,0.109746054,0.998809814,0.698340058,0.326415241,-0.109200008,0.999559164,0.718816221,0.417999148,0.662842333,0.197231397,0.728762984,0.496013999,0.469540685,0.538301885,0.673576355,0.517992139,1.439931035,0.197474584,0.832318544,0.645632207,1.1194911,0.741417706,0.648073971,0.533464253,1.532828808,0.268044591,0.814427018,0.668128967,1.196362853,0.633090198,0.759478688,0.562383592,1.532199502,0.112686232,0.941717923,0.663163006,1.157573342,0.575660408
down,1.095358133,0.238630921,-1.414422035,0.998654962,1.089629531,0.226558208,-1.435610652,0.998885632,1.092207432,0.222209051,-1.436023474,0.998320043,1.094566226,0.218092978,-1.437040567,0.999193549,1.079007983,0.236962244,-1.467740893,0.999213159,1.072894454,0.238987923,-1.467793941,0.998864472,1.066122293,0.241224945,-1.46774292,0.999210954,1.060199618,0.197045863,-1.280756712,0.998678386,1.023359179,0.235026464,-1.413656116,0.998414993,1.077494025,0.229859024,-1.318563819,0.999503314,1.064449191,0.237458408,-1.359807849,0.999548078,0.931330442,0.116561182,-0.885168016,0.999441266,0.869159579,0.310651749,-1.158314228,0.998970985,0.888932765,0.176507145,-0.364804149,0.199015886,0.801949918,0.482257515,-1.003659844,0.981180668,0.914758384,0.217206404,0.001173679,0.07749024,0.851368964,0.661897719,-0.866593301,0.934976697,0.908184588,0.210073993,0.053109173,0.065164141,0.852994084,0.705264032,-0.93374151,0.892318308,0.919196784,0.22447665,0.008471882,0.071243413,0.891745746,0.70077759,-0.93275398,0.896264195,0.920877397,0.235796779,0.001684802,0.06929516,0.886789322,0.680703223,-0.868619382,0.868778408,0.757115424,0.250496566,0.117536686,0.998871863,0.698673368,0.331166118,-0.116866998,0.999573708,0.733217299,0.424258441,0.55135107,0.18684864,0.73852843,0.497426033,0.392154753,0.53760463,0.723059654,0.549695909,1.399151921,0.191953436,0.808309734,0.619611621,1.039979815,0.758075595,0.681940258,0.564081371,1.436068535,0.269990683,0.788480699,0.633723438,1.131923318,0.659948707,0.789767921,0.604136705,1.368737817,0.106561624,0.933393955,0.668255925,1.04684639,0.58927536
down,1.027486682,0.23860845,-1.657843947,0.987718701,1.026302218,0.230896264,-1.680294275,0.993393898,1.02909255,0.228034392,-1.680380464,0.992885172,1.03179431,0.225381315,-1.680927634,0.993501544,1.021191359,0.238817796,-1.69500351,0.994487762,1.018810272,0.240298748,-1.695551157,0.994078577,1.016536713,0.241869241,-1.695835233,0.994651258,1.015688777,0.211103529,-1.478016138,0.99084276,1.014909863,0.236844882,-1.541245937,0.994533539,1.019871354,0.231054544,-1.546504736,0.987157166,1.013272643,0.23727192,-1.567842722,0.991676092,0.937971234,0.157280758,-0.99626863,0.996436298,0.869382679,0.279425204,-1.165101647,0.995561123,0.897287846,0.182194263,-0.564428508,0.183446378,0.820970893,0.365569174,-0.851244867,0.909503937,0.923554838,0.1991999,-0.288597912,0.074477211,0.958534062,0.356752127,-0.530476749,0.858527005,0.914709687,0.195056662,-0.252254456,0.065776162,0.996990502,0.371014982,-0.519596934,0.831026971,0.929081082,0.201351434,-0.289063305,0.071390115,0.993369102,0.337939262,-0.54250598,0.836037576,0.936153293,0.205805674,-0.28709048,0.070294291,0.985033631,0.328183293,-0.526473165,0.807200909,0.775268376,0.259394437,0.114773028,0.998891711,0.729323864,0.322869599,-0.114006199,0.999563336,0.799974144,0.45171982,0.065181181,0.195416152,0.795301199,0.496424347,-0.110945679,0.565344334,0.791438937,0.628726661,0.489366949,0.198679671,0.844743133,0.673166931,0.113004833,0.770926476,0.782099724,0.654344976,0.531637728,0.275527745,0.830415845,0.69076252,0.133043423,0.673835933,0.905239105,0.678922474,0.389627457,0.129331306,0.937694907,0.705082715,-0.053154081,0.617794633
down,1.060550094,0.25378558,-1.646752834,0.988886416,1.05845809,0.24809438,-1.667986989,0.994023025,1.058913231,0.24443002,-1.668202043,0.99354434,1.05914259,0.240911305,-1.669040918,0.994116306,1.057821631,0.257082522,-1.693289876,0.995022774,1.056637764,0.2587789,-1.693826318,0.994647861,1.055307984,0.260609686,-1.694288969,0.995171785,1.039924622,0.222199887,-1.463523865,0.991709352,1.038380623,0.254112422,-1.515738487,0.995057583,1.045695424,0.244664535,-1.540129304,0.988376677,1.046143174,0.252161711,-1.558429837,0.992471933,0.942755878,0.154195175,-0.948954165,0.996704102,0.919777036,0.312093705,-1.180720448,0.995977759,0.899235368,0.184083655,-0.475903153,0.18948932,0.836825907,0.451051861,-0.920639992,0.915025175,0.922943592,0.211781681,-0.104052797,0.070963502,0.917617023,0.472168148,-0.777569711,0.867495239,0.911545932,0.207288116,-0.045111813,0.064765833,0.932405055,0.629701495,-0.768527806,0.840928376,0.92210418,0.217973322,-0.088472195,0.069916338,0.969196141,0.63673389,-0.817849874,0.845026731,0.927524984,0.224151075,-0.102744281,0.067995891,0.938166976,0.468701482,-0.785154045,0.817572057,0.785376906,0.273115575,0.118697643,0.998941898,0.737921357,0.339711994,-0.117614023,0.999570012,0.813278377,0.472194135,0.271939069,0.193347424,0.810535014,0.503564656,0.093536735,0.578749001,0.819661975,0.632381737,0.887521446,0.210465267,0.847907364,0.677625954,0.539125562,0.787098467,0.799264371,0.657067299,0.95532161,0.289362788,0.829997659,0.700340092,0.610366166,0.69936347,0.93629837,0.683302164,0.896852851,0.124910429,0.940469384,0.715474725,0.474820912,0.623822391
down,1.096178055,0.260139793,-1.553353786,0.989957154,1.115208507,0.246253818,-1.573586583,0.994595587,1.112584829,0.242988825,-1.573899865,0.994149387,1.088953257,0.245309696,-1.574630976,0.994676113,1.088525414,0.265417486,-1.594297647,0.9955073,1.086488247,0.267828465,-1.59452951,0.995166004,1.084396362,0.270393193,-1.594726324,0.995643497,1.06193316,0.225245878,-1.394002199,0.992501974,1.058657408,0.264970928,-1.464563131,0.995534062,1.07800436,0.249851644,-1.449997544,0.989494205,1.078369617,0.259773165,-1.473541141,0.993198633,0.948408246,0.15620257,-0.925512433,0.996974349,0.942989707,0.332067519,-1.174699068,0.996364236,0.907767296,0.184908792,-0.421603769,0.201705784,0.855039001,0.4855147,-0.932242334,0.921303213,0.935058057,0.217227831,-0.018053791,0.0686244,0.897709668,0.632196128,-0.887084067,0.878601789,0.921580255,0.212934658,0.048382871,0.065223821,0.907221377,0.692701459,-0.909967721,0.853844821,0.930363417,0.222086087,0.000522732,0.069845639,0.941222966,0.647753894,-0.941212773,0.85719049,0.936122715,0.225482568,-0.016626628,0.066823781,0.929835677,0.586309791,-0.894000649,0.831705213,0.791716039,0.287062079,0.118955597,0.99900502,0.748801053,0.356737345,-0.117775977,0.999585807,0.828272581,0.487014681,0.281817317,0.191122606,0.822078288,0.516883731,0.119409405,0.591244161,0.838459253,0.641548395,0.914548159,0.223767743,0.860201657,0.688813031,0.688821495,0.803859293,0.813026726,0.665596366,0.98300904,0.308138192,0.836168885,0.706275761,0.75481832,0.724861443,0.95495671,0.687174141,0.950258136,0.119620763,0.950740218,0.722797275,0.630520046,0.631441712
down,1.092785478,0.258538306,-1.566155434,0.99085027,1.098867297,0.253031641,-1.584068775,0.995076358,1.099637747,0.248372644,-1.584400773,0.994644225,1.083501458,0.245388746,-1.585179806,0.995138705,1.079967737,0.268032402,-1.598964334,0.99592042,1.07757163,0.271390319,-1.599178433,0.995601594,1.075260401,0.274878085,-1.599357963,0.99604547,1.055008292,0.227693588,-1.392739177,0.993154943,1.050082564,0.273707539,-1.4267869,0.995935261,1.077363014,0.247721821,-1.458106399,0.990446925,1.078062296,0.259360373,-1.474264145,0.993820786,0.954980016,0.160675928,-0.918569863,0.997165442,0.94364357,0.333419442,-1.099309802,0.996690333,0.908205748,0.184955344,-0.426949084,0.209032476,0.866620183,0.48105067,-0.909974158,0.926757216,0.948192775,0.219982669,-0.039186291,0.068999887,0.892292023,0.604052126,-0.828844488,0.887889922,0.940816402,0.215763628,0.018793793,0.070252053,0.89927572,0.646507204,-0.865409136,0.864922762,0.94876492,0.224119604,-0.018315775,0.074621722,0.93872726,0.629523337,-0.894199371,0.867626667,0.952507079,0.228423566,-0.035458501,0.069296509,0.918522477,0.593672931,-0.836963534,0.843804896,0.795526624,0.293112278,0.113337934,0.99905777,0.757249832,0.358373195,-0.11213503,0.999601364,0.830602944,0.493571341,0.232276022,0.191419244,0.83021754,0.517748892,0.140139058,0.605122685,0.835440457,0.648787558,0.833751619,0.23746103,0.862506747,0.697850525,0.643071592,0.818529725,0.811303079,0.672896922,0.897414327,0.324773818,0.843323886,0.714718878,0.697964132,0.746543109,0.951613605,0.696693242,0.842441678,0.115771912,0.948216081,0.732463717,0.60679543,0.637246788
down,1.116005182,0.262267053,-1.531542778,0.99165386,1.103957057,0.258860439,-1.555612803,0.995494843,1.103409529,0.253504455,-1.555955052,0.995066047,1.097610831,0.24870497,-1.556698203,0.995538056,1.099014282,0.273656368,-1.569119096,0.996288717,1.09691608,0.277513295,-1.569238305,0.995992601,1.094818592,0.281495601,-1.569418907,0.996406913,1.06585145,0.23112984,-1.380928397,0.993737876,1.066760302,0.281525224,-1.425727606,0.996290386,1.100154757,0.250568032,-1.429169059,0.991276801,1.102128625,0.264434457,-1.444710016,0.994366527,0.962118089,0.159347638,-0.915015876,0.997357666,0.959798396,0.345161825,-1.131661654,0.996995807,0.906894743,0.191780791,-0.408257306,0.215712145,0.850236237,0.50586772,-0.938794613,0.932627857,0.942756712,0.233138844,-0.037701007,0.06813655,0.886402905,0.669480145,-0.909419596,0.898022711,0.932758331,0.230589196,0.025787983,0.07322336,0.895746946,0.712569058,-0.944521964,0.876916051,0.941447496,0.248368189,-0.01846087,0.077082574,0.916577816,0.702227235,-0.971279919,0.87910676,0.946171403,0.255724937,-0.034851369,0.0696676,0.896498084,0.637929857,-0.917041361,0.857175231,0.801740706,0.305429906,0.113615692,0.999078333,0.761714876,0.371433407,-0.112467609,0.999591649,0.831892073,0.496181697,0.282113314,0.187629446,0.825869203,0.525722325,0.182174653,0.601799011,0.831966639,0.64148581,0.912672818,0.244073242,0.845670938,0.682138562,0.713346779,0.828570902,0.805492461,0.663053453,0.981906235,0.337639809,0.838599503,0.708028078,0.780014575,0.764589727,0.945807219,0.692261279,0.9033674,0.108591944,0.950551212,0.726146758,0.755426705,0.624774694
down,1.111750126,0.24600938,-0.781839907,0.914477527,1.09681797,0.253130466,-0.819089532,0.925123572,1.096944571,0.252280831,-0.819311619,0.926141858,1.092107415,0.247071937,-0.819621563,0.928077281,1.08823657,0.255066782,-0.829238534,0.923371315,1.084952593,0.255887061,-0.829483151,0.922387779,1.081788898,0.256695867,-0.829762459,0.924849153,1.069231629,0.226128176,-0.774061441,0.921487808,1.058693171,0.253849179,-0.818358839,0.922778308,1.095968008,0.237466574,-0.735982776,0.916884243,1.089943647,0.242185935,-0.751070201,0.922235966,1.008249998,0.180200174,-0.55890733,0.991011262,0.984746158,0.253586382,-0.589410007,0.99061954,0.986320674,0.207641333,-0.319088876,0.198658764,0.990694761,0.309739739,-0.56819123,0.844231427,1.000605941,0.226913154,-0.149400234,0.06540665,1.024611235,0.295944512,-0.534405172,0.811463594,0.996740401,0.225522578,-0.135844111,0.071338065,1.032111645,0.299942225,-0.54777801,0.795342922,1.008756995,0.231189936,-0.155546382,0.075211443,1.021832943,0.283117115,-0.566861868,0.797658861,1.013164401,0.233964816,-0.150178969,0.068820208,1.019439459,0.278715104,-0.540584505,0.778229833,0.808353424,0.32262814,0.071677864,0.998650193,0.779575109,0.362367958,-0.071667299,0.999409139,0.840192258,0.510537744,-0.079048611,0.200273007,0.844379306,0.527071178,-0.176837564,0.611920714,0.880828917,0.686640322,0.070013642,0.263903975,0.869887352,0.704507887,-0.104705639,0.827540874,0.873572111,0.702711642,0.08320576,0.346527159,0.862438083,0.719002366,-0.102588452,0.760297894,0.938832402,0.752015531,-0.092873141,0.154399201,0.945131004,0.761777163,-0.285799474,0.646722317
